"rowno","eighthdistrict","censusyear","county","industrycode","total_output_value"
"1284",1,1928,"Washington","622",1020630.3615471
"1285",1,1928,"Grenada","101",-36678.0434370339
"1286",1,1928,"Grenada","622",450864.441897795
"1287",0,1928,"Harrison","520",52335.3809890151
"1288",0,1928,"Harrison","119",4716.26348918676
"1289",1,1928,"Lowndes","136",221086.700083688
"1290",1,1928,"Alcorn","136",86200.9150517732
"1291",0,1928,"Lauderdale","136",88111.1010429561
"1292",1,1928,"Lee","136",62106.3044095635
"1293",0,1928,"Forrest","651",1388726.32244998
"1294",0,1928,"Forrest","118",30013.8547948301
"1295",0,1928,"Forrest","116",206907.240606844
"1296",0,1928,"Copiah","622",1027571.5012783
"1297",0,1928,"Hinds","520",251353.300157934
"1298",1,1928,"Washington","622",1204266.57546709
"1299",1,1928,"Marshall","119",30449.8801890761
"1300",1,1928,"Marshall","1014",-37086.3654799759
"1301",1,1928,"Sunflower","136",172603.794632867
"1302",0,1928,"Adams","136",3871.80556245148
"1303",1,1928,"Chickasaw","101",-29147.5117711723
"1304",0,1928,"Forrest","136",-34019.6442682743
"1305",1,1928,"Noxubee","119",104502.827383578
"1306",1,1928,"Sunflower","119",29302.1596448123
"1307",1,1928,"Washington","622",868676.044088036
"1308",1,1928,"Oktibbeha","216",131616.029915452
"1309",0,1928,"Hinds","119",118719.466292202
"1310",0,1928,"Hinds","101",153240.214886144
"1311",0,1928,"Hinds","101",389796.139017537
"1312",0,1928,"Hinds","119",-45021.404273808
"1313",0,1928,"Hinds","1014",34853.3587049246
"1314",0,1928,"Hinds","520",-14311.576414153
"1315",0,1928,"Harrison","104",138105.73810637
"1316",0,1928,"Warren","136",62615.7836053371
"1317",1,1928,"Attala","103",122164.46986635
"1318",1,1928,"Attala","119",-58145.785825327
"1319",0,1928,"Harrison","136",132613.939334661
"1320",0,1928,"Jones","101",75221.7076293081
"1321",0,1928,"Jones","651",270689.150597245
"1322",0,1928,"Jones","622",1185052.00497277
"1323",1,1928,"Leflore","520",-17634.8289509714
"1324",1,1928,"Leflore","622",474653.394702315
"1325",1,1928,"Washington","622",1679704.41881765
"1326",1,1928,"Holmes","101",139826.519972458
"1327",1,1928,"Holmes","103",68703.7144909948
"1328",1,1928,"Winston","101",115400.532652959
"1329",0,1928,"George","105",231048.042179868
"1330",1,1928,"Monroe","136",118237.922993228
"1331",1,1928,"Noxubee","103",163703.974821016
"1332",0,1928,"Pike","622",319295.197527468
"1333",1,1928,"Quitman","119",-81462.5308997184
"1334",0,1928,"Forrest","136",262212.562180623
"1335",0,1928,"Harrison","104",66768.5956995487
"1336",0,1928,"Jones","105",123630.532733575
"1337",0,1928,"Pike","119",282704.379906192
"1338",0,1928,"Pike","101",180688.864393964
"1339",0,1928,"Pike","118",73137.7896552831
"1340",1,1928,"Coahoma","101",127566.676530987
"1341",0,1928,"Jones","136",181332.206455991
"1342",0,1928,"Warren","136",91295.7216257602
"1343",0,1928,"Lauderdale","101",5872.25551903248
"1344",0,1928,"Lauderdale","119",111756.796986178
"1345",0,1928,"Lauderdale","101",337105.900328189
"1346",0,1928,"Lauderdale","114",1583310.08771269
"1347",0,1928,"Hinds","622",87023.811477825
"1348",0,1928,"Harrison","119",130208.980312407
"1349",0,1928,"Harrison","119",90601.8807437867
"1350",1,1928,"Bolivar","119",60008.9625719041
"1351",0,1928,"Warren","520",3974.49897126853
"1352",1,1928,"Winston","119",24740.7410900891
"1353",0,1928,"Hinds","119",82425.1760914922
"1354",0,1928,"Adams","101",119551.646012574
"1355",0,1928,"Adams","136",133492.286227047
"1356",0,1928,"Adams","119",123978.063214824
"1357",0,1928,"Adams","520",74399.0569375455
"1358",0,1928,"Hinds","101",35077.8955221176
"1359",0,1928,"Warren","101",55905.4621030986
"1360",1,1928,"Bolivar","101",-22931.499334991
"1361",0,1928,"Jones","101",9309.18140803277
"1362",1,1928,"Lafayette","119",68394.7059336901
"1363",0,1928,"Newton","119",-26181.3289690167
"1364",0,1928,"Newton","101",119842.125889257
"1365",0,1928,"Jones","520",70728.8629997373
"1366",0,1928,"Marion","118",-58521.1298961192
"1367",0,1928,"Neshoba","101",42877.962489903
"1368",1,1928,"Coahoma","622",2310246.37188436
"1369",1,1928,"Sunflower","622",565659.679147318
"1370",1,1928,"Attala","622",474843.831129536
"1371",1,1928,"Tunica","622",435730.159872785
"1372",1,1928,"Leflore","622",1685443.26878043
"1373",0,1928,"Jefferson Davis","136",-73820.0714439154
"1374",0,1928,"Marion","119",-62768.843614012
"1375",1,1928,"Alcorn","119",-36797.2911585122
"1376",1,1928,"Pontotoc","622",322994.871422619
"1377",1,1928,"Pontotoc","119",424.278608307242
"1378",0,1928,"Claiborne","622",1124965.21077916
"1379",0,1928,"Hinds","136",-16306.6420145333
"1380",0,1928,"Perry","119",68624.2487239242
"1381",0,1928,"Sharkey","119",47163.4264562428
"1382",1,1928,"Washington","119",103098.056841537
"1383",0,1928,"Lauderdale","114",926956.176225618
"1384",1,1928,"Sunflower","119",10338.1909281015
"1385",0,1928,"Adams","112",121123.112256289
"1386",1,1928,"Panola","103",103508.030767187
"1387",0,1928,"Jackson","136",-66345.7446003109
"1388",0,1928,"Madison","136",-43263.4516349435
"1389",1,1928,"Tate","119",3954.96188476682
"1390",1,1928,"Bolivar","622",421431.390106663
"1391",0,1928,"Jones","136",133538.773245603
"1392",0,1928,"Lauderdale","136",189025.700469539
"1393",0,1928,"Jones","520",-4014.10549125075
"1394",1,1928,"Grenada","136",100679.844111711
"1395",1,1928,"Oktibbeha","101",-19378.7872157693
"1396",1,1928,"Sunflower","622",510310.241830602
"1397",0,1928,"Harrison","136",97044.5713970363
"1398",0,1928,"Hinds","136",-48207.7235285193
"1399",1,1928,"Tallahatchie","119",72911.4150463045
"1400",1,1928,"Tallahatchie","622",957657.438527361
"1401",1,1928,"Attala","515",85617.8593943864
"1402",0,1928,"Hinds","114",1448784.1040127
"1403",1,1928,"Washington","136",-5841.81963466108
"1404",0,1928,"Jones","114",1466911.83352284
"1405",0,1928,"Harrison","112",102668.930909038
"1406",1,1928,"Alcorn","520",63403.6350566894
"1407",1,1928,"Bolivar","622",780048.491480917
"1408",0,1928,"Warren","622",595431.339352384
"1409",0,1928,"Harrison","136",130982.091667131
"1410",1,1928,"Lee","119",137271.476024538
"1411",0,1928,"Newton","622",37015.8451679349
"1412",1,1928,"Monroe","118",-64889.7558515072
"1413",1,1928,"Grenada","520",102672.870195419
"1414",1,1928,"Clay","101",68039.9392948598
"1415",1,1928,"Clay","119",1557.69140785933
"1416",1,1928,"Clay","622",109428.482955396
"1417",1,1928,"Clay","136",12695.0904335827
"1418",1,1928,"Montgomery","622",133434.379005298
"1419",0,1928,"Yazoo","119",-43249.6152747422
"1420",0,1928,"Yazoo","101",100422.190144092
"1421",1,1928,"Prentiss","119",-76904.6474659741
"1422",0,1928,"Warren","520",70425.2384218276
"1423",1,1928,"Coahoma","118",49310.2012176365
"1424",1,1928,"Lee","118",12474.9617256522
"1425",0,1928,"Adams","101",105195.505615726
"1426",0,1928,"Harrison","118",-35936.0111836344
"1427",0,1928,"Harrison","104",-28508.7437723279
"1428",1,1928,"Grenada","118",33416.7451490313
"1429",1,1928,"Lowndes","119",-62047.7765697986
"1430",0,1928,"Warren","119",21126.7184130847
"1431",0,1928,"Hinds","622",16434.4989993423
"1432",1,1928,"Yalobusha","136",15893.3419231325
"1433",1,1928,"Choctaw","101",-1811.50123278797
"1434",0,1928,"Madison","118",56695.5626290292
"1435",1,1928,"Grenada","119",90339.1917906702
"1436",0,1928,"Jones","119",-61486.8869535476
"1437",0,1928,"Wilkinson","101",-38414.220239982
"1438",1,1928,"Yalobusha","107",231522.360976696
"1439",0,1928,"Copiah","304",74684.7328729928
"1440",0,1928,"Yazoo","136",97088.9004963636
"1441",1,1928,"Lee","622",387441.620132819
"1442",0,1928,"Hinds","1005",127713.369923458
"1443",1,1928,"Noxubee","111",322693.88315101
"1444",0,1928,"Newton","107",147096.604054332
"1445",1,1928,"Holmes","103",65661.4130349904
"1446",0,1928,"Hinds","203",-910.857480019331
"1447",1,1928,"Chickasaw","119",44845.4828560352
"1448",1,1928,"Lowndes","622",339497.059837073
"1449",0,1928,"Lauderdale","118",32282.5684703887
"1450",1,1928,"Lee","111",865211.268709198
"1451",1,1928,"Coahoma","101",7059.2501000613
"1452",0,1928,"Lincoln","118",-698.863180726767
"1453",0,1928,"Forrest","622",195258.19311069
"1454",1,1928,"Chickasaw","107",95038.8642517477
"1455",1,1928,"Washington","622",889404.294342458
"1456",0,1928,"Harrison","136",107975.819021925
"1457",1,1928,"Bolivar","136",43107.6744198799
"1458",1,1928,"Oktibbeha","103",516856.802993193
"1459",1,1928,"Bolivar","119",-66475.0625938177
"1460",1,1928,"Alcorn","107",88052.2801040411
"1461",1,1928,"Coahoma","119",-14789.8416284323
"1462",0,1928,"Hinds","136",110237.425252154
"1463",0,1928,"Adams","101",97440.2500005066
"1464",0,1928,"Harrison","118",12447.464421317
"1465",1,1928,"Washington","118",5529.37830723822
"1466",1,1928,"Alcorn","119",6360.8490665704
"1467",1,1928,"Panola","119",87575.1687828451
"1468",0,1928,"Hinds","118",117666.834968284
"1469",0,1928,"Jefferson Davis","119",40402.9562011361
"1470",1,1928,"Alcorn","118",160728.357842833
"1471",1,1928,"Montgomery","107",39264.6477665901
"1472",1,1928,"Winston","107",59927.4494024813
"1473",0,1928,"Lauderdale","136",44150.4642031938
"1474",0,1928,"Claiborne","136",-50861.4429589361
"1475",1,1928,"Oktibbeha","119",134945.007186577
"1476",0,1928,"Harrison","104",106861.050441936
"1477",1,1928,"Chickasaw","116",61378.6771013588
"1478",0,1928,"Hinds","118",96192.1169373542
"1479",0,1928,"Pearl River","136",47222.943881005
"1480",1,1928,"Marshall","101",4327.89395155013
"1481",1,1928,"Washington","117",74969.4192066342
"1482",0,1928,"Jackson","136",-66080.4966911376
"1483",0,1928,"Hinds","520",75995.1181272715
"1484",1,1928,"Washington","520",-91054.158577323
"1485",0,1928,"Forrest","1005",99892.3286335021
"1486",0,1928,"Simpson","119",-9005.95819655061
"1487",1,1928,"Yalobusha","119",17581.0091234744
"1488",0,1928,"Forrest","651",468815.52575396
"1489",0,1928,"Hinds","101",-64479.5127771795
"1490",0,1928,"Warren","118",122322.893988177
"1491",1,1928,"Union","119",45533.561144352
"1492",1,1928,"Washington","118",18904.7639181167
"1493",1,1928,"Leflore","136",-28768.597787872
"1494",0,1928,"Adams","136",-61652.3451544344
"1495",1,1928,"Washington","136",26994.2947756499
"1496",0,1928,"Yazoo","216",268155.781375021
"1497",0,1928,"Hinds","520",-18607.0508766919
"1498",0,1928,"Harrison","520",66445.1813461334
"1499",1,1928,"Attala","111",483967.667735845
"1500",0,1928,"Warren","101",118889.592822194
"1501",0,1928,"Newton","622",646502.022408947
"1502",0,1928,"Hinds","622",517876.115255058
"1503",1,1928,"Monroe","119",86529.2036754787
"1504",1,1928,"Coahoma","101",82333.6989171803
"1505",0,1928,"Lauderdale","112",300387.232209921
"1506",0,1928,"Lincoln","118",25805.9833113998
"1507",1,1928,"Bolivar","118",127346.752695739
"1508",0,1928,"Madison","119",-10813.580616653
"1509",0,1928,"Harrison","119",1879.08481828868
"1510",0,1928,"Lauderdale","118",67687.0740715712
"1511",0,1928,"Neshoba","107",16973.2372333109
"1512",0,1928,"Lauderdale","520",-13024.8228125721
"1513",1,1928,"Coahoma","136",9937.56708502769
"1514",1,1928,"Holmes","101",63052.9972943664
"1515",1,1928,"Holmes","136",53129.07862477
"1516",1,1928,"Monroe","136",88170.736836642
"1517",0,1928,"Lauderdale","520",91805.6734505594
"1518",0,1928,"Clarke","101",-52513.2454163283
"1519",0,1928,"Hinds","136",-41714.2588086426
"1520",0,1928,"Hinds","520",201489.561086595
"1521",0,1928,"Harrison","1410",97138.2229551673
"1522",0,1928,"Hinds","1204",43969.6236587167
"1523",0,1928,"Jones","101",-53362.71465756
"1524",1,1928,"Tallahatchie","652",444797.516247556
"1525",1,1928,"Lee","1004",53494.9193578213
"1526",1,1928,"Union","314",9482.62645862997
"1527",1,1928,"Montgomery","314",147515.558600426
"1528",0,1928,"Neshoba","314",-8594.59781087935
"1529",1,1928,"Leflore","119",48890.1948872954
"1530",1,1928,"Lee","216",1025803.46376538
"1531",1,1928,"Lowndes","107",219327.183649704
"1532",1,1928,"Winston","1004",77140.0431199372
"1533",1,1928,"Chickasaw","1004",31001.8240910023
"1534",0,1928,"Lamar","119",-12044.5718605965
"1535",0,1928,"Jasper","314",28395.3525908291
"1536",0,1928,"Harrison","104",185830.812394485
"1537",1,1928,"Tallahatchie","119",81934.8071980029
"1538",0,1928,"Lauderdale","1624",-23891.4541900158
"1539",0,1928,"Jackson","119",13009.9763836116
"1540",1,1928,"Coahoma","622",819411.129519328
"1541",0,1928,"Jones","119",74588.5285440236
"1542",0,1928,"Jones","1004",19715.7178190202
"1543",0,1928,"Forrest","515",57788.4676284939
"1544",1,1928,"Monroe","314",91566.6659775078
"1545",0,1928,"Pearl River","119",-65931.3830496818
"1546",1,1928,"Oktibbeha","515",72850.6498657167
"1547",0,1928,"Marion","304",165871.396841079
"1548",0,1928,"Lauderdale","1624",100450.961836725
"1549",0,1928,"Marion","1005",41448.1339883059
"1550",0,1928,"Harrison","1410",-41702.0019461215
"1551",1,1928,"Clay","112",60785.8334388584
"1552",0,1928,"Jones","520",87631.5477892011
"1553",1,1928,"Montgomery","103",136179.119136661
"1554",0,1928,"Leake","314",152091.954699025
"1555",1,1928,"Sunflower","119",63303.0449985117
"1556",0,1928,"Adams","314",22055.7516552508
"1557",1,1928,"Humphreys","118",49762.8184686303
"1558",1,1928,"Panola","119",-77939.501202628
"1559",0,1928,"Wayne","101",-10103.1178049743
"1560",0,1928,"Yazoo","101",-71123.7465757877
"1561",0,1928,"Forrest","119",72198.4907619804
"1562",0,1928,"Greene","119",-6452.00362347066
"1563",0,1928,"Hinds","1005",-74327.4250999093
"1564",0,1928,"Adams","515",31262.2718355507
"1565",1,1928,"Lee","265",155865.871991977
"1566",1,1928,"Attala","314",179904.690589756
"1567",0,1928,"Stone","101",70216.0877374411
"1568",1,1928,"Alcorn","515",42031.0936961472
"1569",1,1928,"Coahoma","314",52201.7767532021
"1570",0,1928,"Hinds","518",-54753.702217713
"1571",0,1928,"Harrison","515",-8361.34536974132
"1572",1,1928,"Clay","216",217311.757221475
"1573",1,1928,"Yalobusha","314",8540.93199595809
"1574",0,1928,"Hinds","1005",130090.333675236
"1575",0,1928,"Lincoln","1004",158798.578813434
"1576",0,1928,"Madison","314",319235.906424001
"1577",0,1928,"Hinds","136",103705.788400993
"1578",1,1928,"Bolivar","515",26336.6396953911
"1579",0,1928,"Hinds","118",115359.17038098
"1580",1,1928,"Monroe","622",41345.8517430574
"1581",0,1928,"Yazoo","515",-39321.9030267149
"1582",0,1928,"Harrison","123",-2210.36524988711
"1583",1,1928,"Holmes","314",45955.0215192139
"1584",0,1928,"Stone","119",-8646.0141621381
"1585",0,1928,"Hinds","515",223441.901447788
"1586",0,1928,"Hinds","1204",-3305.29287271202
"1587",0,1928,"Forrest","1004",84213.3710416108
"1588",0,1928,"Jones","1005",79906.4474924654
"1589",1,1928,"Bolivar","118",32509.2725921422
"1590",1,1928,"Winston","101",60524.6538089961
"1591",1,1928,"Pontotoc","1004",-16527.9596019536
"1592",0,1928,"Pike","117",4897.48505789042
"1593",0,1928,"Forrest","119",117664.019305974
"1594",1,1928,"Holmes","515",25262.5649645925
"1595",1,1928,"Lee","515",-75764.6751182973
"1596",0,1928,"Simpson","314",179677.864252925
"1597",0,1928,"Hinds","1640",-16513.0772863328
"1598",1,1928,"Attala","314",99696.2449532002
"1599",1,1928,"Noxubee","101",30112.9011971802
"1600",0,1928,"Leake","1004",71999.9797344208
"1601",0,1928,"Harrison","118",-60519.5866059512
"1602",0,1928,"Copiah","304",371563.538857877
"1603",0,1928,"Lincoln","515",85419.9029269367
"1604",0,1928,"Harrison","314",130245.340232223
"1605",0,1928,"Harrison","1410",32491.3079447895
"1606",0,1928,"Lincoln","101",-17651.8173925579
"1607",0,1928,"Yazoo","1004",57032.4029060453
"1608",0,1928,"Lauderdale","1604",113033.846270427
"1609",0,1928,"Jones","118",-53560.3709891438
"1610",1,1928,"Choctaw","314",93553.3880591393
"1611",0,1928,"Hinds","114",1006972.69691004
"1612",0,1928,"Claiborne","1604",-65471.0247725248
"1613",1,1928,"Leflore","118",118421.57193397
"1614",0,1928,"Forrest","119",-23114.2429765761
"1615",0,1928,"Hinds","622",1066589.84333031
"1616",0,1928,"Warren","314",560236.031182647
"1617",1,1928,"Attala","314",206081.100637093
"1618",1,1928,"Monroe","314",182672.475917265
"1619",0,1928,"Lauderdale","1004",95079.4106361121
"1620",1,1928,"Clay","515",-54311.3627303541
"1621",1,1928,"Attala","111",243367.509241119
"1622",1,1928,"Sunflower","118",42970.5614280552
"1623",0,1928,"Harrison","1410",-8890.32856479287
"1624",0,1928,"Adams","101",-22646.630210802
"1625",1,1928,"Lee","265",13945.8146225661
"1626",0,1928,"Smith","119",-75616.3909992725
"1627",1,1928,"Tate","515",84653.1868847907
"1628",1,1928,"Holmes","107",3039.87196755409
"1629",1,1928,"Humphreys","622",252654.52935718
"1630",0,1928,"Warren","520",75527.4009312987
"1631",0,1928,"Hinds","304",481296.380042806
"1632",0,1928,"Lauderdale","314",-11216.9044874609
"1633",0,1928,"Lauderdale","515",361834.303075343
"1634",1,1928,"Lowndes","515",-880.826840266585
"1635",0,1928,"Rankin","515",5248.22193942964
"1636",1,1928,"Bolivar","515",-84390.8608339429
"1637",1,1928,"Coahoma","515",102342.6525314
"1638",1,1928,"Lowndes","101",68469.0774047226
"1639",1,1928,"Holmes","1004",123666.808879033
"1640",0,1928,"Madison","515",-17889.0093897879
"1641",0,1928,"Lauderdale","314",-25961.4725969732
"1642",0,1928,"Jones","651",-19100.6334870458
"1643",0,1928,"Kemper","515",-66415.5844654888
"1644",0,1928,"Hinds","314",79069.9676313698
"1645",1,1928,"Humphreys","515",-80926.2087821215
"1646",1,1928,"Tippah","314",32843.8695091754
"1647",0,1928,"Lauderdale","314",127055.845374525
"1648",1,1928,"Oktibbeha","314",-6522.31194078922
"1649",1,1928,"Carroll","314",163359.876683831
"1650",0,1928,"Scott","314",60163.0666960031
"1651",1,1928,"Leflore","314",-12489.402199164
"1652",1,1928,"Itawamba","314",9879.17109392583
"1653",1,1928,"Tishomingo","314",119647.616835311
"1654",1,1928,"Tishomingo","314",-6579.5767493546
"1655",1,1928,"Monroe","314",289934.607688338
"1656",0,1928,"Hinds","107",105500.890931115
"1657",0,1928,"Pike","116",201640.772824362
"1658",0,1928,"Hinds","314",683991.945532799
"1659",0,1928,"Jones","314",-23187.4521381706
"1660",1,1928,"Montgomery","314",130317.973788828
"1661",0,1928,"Hinds","314",82439.1549525559
"1662",0,1928,"Lauderdale","101",53274.3739131838
"1663",0,1928,"Jasper","314",91948.8266296685
"1664",0,1928,"Kemper","314",189244.124731049
"1665",1,1928,"Oktibbeha","314",165787.293663278
"1666",1,1928,"Oktibbeha","314",192972.861684635
"1667",0,1928,"Adams","314",21814.2722584307
"1668",0,1928,"Lauderdale","119",88324.489083603
"1669",1,1928,"Monroe","314",-12920.9914710373
"1670",1,1928,"Washington","119",-29857.9145220923
"1671",1,1928,"Yalobusha","314",171192.843699828
"1672",1,1928,"Lowndes","119",68851.3349635899
"1673",0,1928,"Claiborne","314",-18095.6673976034
"1674",1,1928,"Webster","515",-18345.1803270727
"1675",1,1928,"Leflore","622",3012238.64759311
"1676",1,1928,"Leflore","1004",84844.5543088019
"1677",0,1928,"Hinds","101",8401.40993334353
"1678",0,1928,"Forrest","119",64787.6973681301
"1679",0,1928,"Jackson","1410",108789.255256131
"1680",1,1928,"Quitman","119",-5012.66999951005
"1681",1,1928,"Leflore","1204",47180.3831922412
"1682",1,1928,"Alcorn","314",118264.209618375
"1683",1,1928,"Lafayette","314",-53832.2631590068
"1684",0,1928,"Lauderdale","622",543191.546673045
"1685",1,1928,"Noxubee","314",78554.4591538608
"1686",0,1928,"Lauderdale","118",118518.03874597
"1687",0,1928,"Hinds","1004",63910.7895575464
"1688",1,1928,"Lowndes","520",-2419.66557343304
"1689",1,1928,"Oktibbeha","622",86003.858071208
"1690",0,1928,"Hinds","520",-43931.5625373274
"1691",1,1928,"Leflore","112",28797.6112347096
"1692",1,1928,"Benton","314",39152.2238682956
"1693",1,1928,"Calhoun","314",215787.472374737
"1694",0,1928,"Jones","103",5370.89762423933
"1695",0,1928,"Harrison","515",-39681.518636331
"1696",1,1928,"Chickasaw","118",-68660.8493353575
"1697",0,1928,"Harrison","104",36556.113286972
"1698",1,1928,"Tishomingo","314",48242.4497823119
"1699",1,1928,"Lee","314",-9168.7211021781
"1700",0,1928,"Greene","119",30541.7821543813
"1701",1,1928,"Lee","1004",112929.159885272
"1702",0,1928,"Hinds","1640",-64262.8450833261
"1703",0,1928,"Wayne","314",55891.1186035573
"1704",0,1928,"Harrison","104",-22050.5290545523
"1705",1,1928,"Winston","136",80677.84685269
"1706",1,1928,"Grenada","314",16373.6737936735
"1707",0,1928,"Hinds","112",93918.9305686206
"1708",0,1928,"Claiborne","314",14306.3150681555
"1709",1,1928,"Leflore","101",142775.264284238
"1710",0,1928,"Jones","101",31394.8246653676
"1711",1,1928,"Tishomingo","314",-57825.7316630334
"1712",0,1928,"Forrest","520",88027.3259994388
"1713",0,1928,"Lincoln","105",106134.134373695
"1714",0,1928,"Forrest","118",134613.687630743
"1715",0,1928,"Kemper","314",100498.848063871
"1716",0,1928,"Madison","101",99229.3701291233
"1717",1,1928,"Lee","1014",87638.0332112312
"1718",0,1928,"Kemper","314",106596.489277482
"1719",1,1928,"Montgomery","136",60681.1309229583
"1720",0,1928,"Forrest","314",652408.684399351
"1721",1,1928,"Leflore","515",57498.9756138325
"1722",1,1928,"Grenada","101",118766.567861974
"1723",1,1928,"Itawamba","314",8888.01455497742
"1724",0,1928,"Pearl River","101",-3932.60104127228
"1725",1,1928,"Grenada","314",156773.912394568
"1726",1,1928,"Lee","314",-62797.0450058579
"1727",1,1928,"Tishomingo","314",153591.531327814
"1728",1,1928,"Yalobusha","314",113940.311895937
"1729",1,1928,"Union","515",-66199.594559148
"1730",0,1928,"Greene","105",-62393.0978957564
"1731",0,1928,"Forrest","314",-21883.1606488824
"1732",0,1928,"Forrest","101",-1938.61125968397
"1733",0,1928,"Copiah","304",389819.017606825
"1734",0,1928,"Forrest","1640",74840.3339479119
"1735",0,1928,"Hinds","314",547912.079455718
"1736",0,1928,"Harrison","515",141435.107533574
"1737",0,1928,"Hinds","1004",100712.635098398
"1738",1,1928,"Calhoun","314",130916.482634842
"1739",0,1928,"Hinds","1204",72196.463175118
"1740",1,1928,"Panola","314",58166.5712751299
"1741",1,1928,"Calhoun","314",-22655.2487414032
"1742",0,1928,"Hinds","622",3117447.3722052
"1743",0,1928,"Yazoo","515",43035.9370364249
"1744",1,1928,"Clay","314",-76737.3147178441
"1745",1,1928,"Montgomery","515",103611.573943868
"1746",0,1928,"Lauderdale","314",90917.9662332237
"1747",0,1928,"Adams","515",48629.5615771115
"1748",1,1928,"Bolivar","101",-6310.87754629552
"1749",1,1928,"Clay","103",306952.875696197
"1750",0,1928,"Hinds","304",15378.5582512617
"1751",1,1928,"Tishomingo","314",102058.709209785
"1752",0,1928,"Warren","515",160277.618938133
"1753",1,1928,"Washington","515",-72722.5469631106
"1754",1,1928,"Washington","101",-19694.6217399091
"1755",0,1928,"Hinds","118",32825.1576796174
"1756",0,1928,"Lincoln","515",72410.8328659832
"1757",0,1928,"Pike","116",38090.3756674379
"1758",0,1928,"Hinds","304",58397.1382545978
"1759",0,1928,"Adams","136",91478.3634736687
"1760",0,1928,"Pike","515",-58733.1754527986
"1761",1,1928,"Alcorn","266",-2744.6381906122
"1762",1,1928,"Alcorn","265",-10742.425981462
"1763",0,1928,"Clarke","216",1904135.13781504
"1764",0,1928,"Pike","216",360578.314924076
"1765",1,1928,"Attala","216",419879.556684762
"1766",0,1928,"Hinds","1640",21971.0746453404
"1767",1,1928,"Pontotoc","1624",3326.02377432585
"1768",0,1928,"Jackson","1624",42462.0512702316
"1769",0,1928,"Amite","105",120374.434389874
"1770",0,1928,"Adams","136",16135.9830908477
"1771",1,1928,"Leflore","622",671011.183872893
"1772",0,1928,"Harrison","119",2673.81531591713
"1773",0,1928,"Clarke","119",-81423.4255411178
"1774",0,1928,"Jones","128",83839.0857793391
"1775",0,1928,"Adams","123",178752.262942493
"1776",1,1928,"Coahoma","1204",-61345.215716809
"1777",0,1928,"Pike","101",-49366.3777261972
"1778",1,1928,"Lee","265",283212.626354456
"1779",1,1928,"Lafayette","314",190322.579098865
"1780",0,1928,"Forrest","123",-3199.33638691902
"1781",0,1928,"Lauderdale","314",2477.96106435359
"1782",0,1928,"Neshoba","119",29067.1403964013
"1783",0,1928,"Jones","216",995166.930672646
"1784",1,1928,"Monroe","118",-13902.133755371
"1785",0,1928,"Clarke","515",19029.9609391093
"1786",1,1928,"Tippah","314",35291.7518466711
"1787",0,1928,"Leake","314",163077.600998804
"1788",0,1928,"Harrison","104",200862.404479951
"1789",0,1928,"Harrison","104",132358.50191319
"1790",1,1928,"Yalobusha","103",-649.385917693377
"1791",0,1928,"Lauderdale","112",211411.522538528
"1792",1,1928,"Monroe","111",71489.6441236287
"1793",1,1928,"Lee","103",198164.698086321
"1794",0,1928,"Forrest","1005",102971.303552389
"1795",1,1928,"Pontotoc","314",89694.6196220815
"1796",0,1928,"Forrest","1204",26387.3237464577
"1797",1,1928,"Lee","266",-62942.1115715057
"1798",0,1928,"Adams","1004",-18938.7113567442
"1799",1,1928,"Lafayette","101",-82885.432401672
"1800",1,1928,"Tippah","314",86043.5322914273
"1801",0,1928,"Forrest","1005",-58730.4305031896
"1802",0,1928,"Pearl River","101",20911.9425414354
"1803",1,1928,"Lee","101",5090.01531761885
"1804",1,1928,"Leflore","101",-33596.002811864
"1805",1,1928,"Washington","101",-32726.968863979
"1806",1,1928,"Pontotoc","105",29985.5356767178
"1807",1,1928,"Lafayette","314",71318.9702760428
"1808",0,1928,"Sharkey","101",127913.2357544
"1809",0,1928,"Covington","314",72039.6094266325
"1810",0,1928,"Harrison","101",56229.3883612156
"1811",0,1928,"Jones","515",165601.537025586
"1812",1,1928,"Washington","119",70492.4567374587
"1813",1,1928,"Alcorn","1004",38773.8822300881
"1814",0,1928,"Marion","136",-58508.5691142827
"1815",0,1928,"Adams","1604",-74480.4155922681
"1816",0,1928,"Adams","112",-57652.7204949856
"1817",1,1928,"Calhoun","314",88095.3951273113
"1818",1,1928,"Noxubee","103",214524.805986404
"1819",1,1928,"Alcorn","622",911813.732298121
"1820",1,1928,"Washington","118",48858.3127435595
"1821",1,1928,"Sunflower","515",85964.5193949938
"1822",0,1928,"Warren","128",-34663.0652379245
"1823",1,1928,"Grenada","314",-3832.54743275046
"1824",0,1928,"Hinds","518",61373.8812798858
"1825",1,1928,"Monroe","622",195319.19424054
"1826",1,1928,"Marshall","314",182613.600006178
"1827",0,1928,"Warren","119",38614.2504510432
"1828",0,1928,"Stone","105",564211.898346052
"1829",1,1928,"Yalobusha","101",43589.4374405146
"1830",1,1928,"Tallahatchie","119",60302.0650140941
"1831",1,1928,"Clay","126",171676.605333582
"1832",0,1928,"Rankin","314",56815.4684852809
"1833",1,1928,"Calhoun","314",-3353.84722605348
"1834",0,1928,"Scott","314",229306.340502575
"1835",0,1928,"Lauderdale","314",12188.469460234
"1836",1,1928,"Lowndes","1204",23052.8570289016
"1837",1,1928,"Itawamba","314",39956.6439446062
"1838",0,1928,"Simpson","101",-23.4705662578344
"1839",0,1928,"Harrison","104",167741.216259077
